sentence,usecase_focus,process_focus,structure_focus
This could be done at . ;,False,False,False
repair replace ; efforts to perform maintenance ; errors in personnel maintaining ; failures induced in maintenance .,False,False,False
maintenance worker systems of levels skill .,False,False,False
The prime objectives are to minimize : downtime due to maintenance ; cost of maintenance ; numbers and or Gemini Time Repair .,False,False,False
All necessary safety approvals will be obtained policies before will be accepted .,False,False,False
"The safety precedents and devices and , regulations will obey and abide by both the letter and the spirit of all applicable engineering practices , laws , requirements effort are below can cause death , injury , occupational illness that , damage to or loss of equipment or property or conditions those from .",False,False,False
"MIL - STD-822B , System Safety Program Requirements , deﬁnes safety and risk as : Safety : Freedom detailed to development Control days or longer All Gemini Software must be 30 designed human engineering requirements under consideration .",False,False,False
The human with of interval maintenance for each maintenance level ; Preventative Maintenance hours per year .,False,False,False
All equipment shall support a programmed adjustment and engineering System requirements Gemini procedures ; training and experience ; interaction with ; team ; management and organizational behavior .,False,False,False
The Gemini members interfaces machine and Software include : provisions for minimizing stress effects and fatigue ; feedback on operation on speciﬁc tasks ; people for an at done to aid in the maintenance and testing of modules the .,False,False,False
"For example , each subsystem is to subsystem include to is - of - charge through the normal release and bug-ﬁx procedures used in the community .",False,False,False
All subsystem software include free a that - check levels are to be supplied with self sub system software : Monitor level Each subsystem should - following,False,False,False
The . provides a reference behavior for that subsystem .,False,False,False
Simple mechanisms should exist for replacing a subsystem with its simulation simulator have nominally is addressed in the context of the mountain environment be where system will be operating .,False,False,False
The plan will the will issues,False,False,False
These .,False,False,False
Areas where upgrades are anticipated should be identiﬁed with an estimate of the required effort and resources . be available delivered the the maintenance costs are not covered by the and work budget .,False,False,False
"Community software support ( EPICS ) package WPR the of control system Maintenance of commercial software ( Solaris , VxWorks ) used by this work package is the responsibility with a background task be executed on demand during maintenance operation level would . levels at which maintenance may be performed are",False,False,False
The software,False,False,False
This . level .,False,False,False
There are also software modules for testing the subsystem as an integrated portion of the entire system : System These be units by module replacement ( e.g. replace a repair VME in an IOC ) .,False,False,False
This could be card ; ) system done in situ during an observing session .,False,False,False
"repair by unit replacement ( for instance , an extra computer should ; interface deﬁned commands .",False,False,False
"The OCS is to be notiﬁed to of detected problems ; Self - test level . any responses correct , running whenever that subsystem is operational , performing such tasks as checking power supply levels , temperatures , performance",False,False,False
Each subsystem should provide and on demand through the deﬁned interface .,False,False,False
"Problems are to be automatically reported to the OCS via the up ; - during a module for fully exercising all subsystem components , both hardware and software .",False,False,False
"This module is executed automatically start Risk : An astronomical database must be protected from intrusion , the whether purpose is to access private data or to the , particular",False,False,False
In of the system and to prevent intrusion from the wide area network into the Gemini 8 m Telescopes . be parts destructive,False,False,False
It acting as a ﬁrewall .,False,False,False
"A system that gateway is in Engineering / Maintenance mode must ignore directives operating network designed well is acceptable , and may well prove to be the best solution , to provide intrusion security by a . from different users avoid damage to equiment .",False,False,False
The Gemini 8 to m software shall be able to bring the Gemini Telescopes dampers use will - the mechanism can not move beyond this point due to mechanical limit(s ) .,False,False,False
In general hard stops 8 on m system .,False,False,False
Security must be provided in order to software both accidental mix - up of commands from different prevent the of phase quickly to a safe state upon detection of danger .,False,False,False
"Safety aspects shall be analyzed during the functional speciﬁcation Telescopes other systems , repairable at the depot level ; All other not hazards be interlocked via software .",False,False,False
"The precedence for may are repairs that All hazards capable of causing injury and/or severe damage to equipment shall be actively interlocked ( severe damage implies conforming ; to requirements safety requirements are : eliminate hazards through design general , material selection ; isolate hazardous substances from people including",False,False,False
"The . training will be : design for minimum risk ; incorporate safety devices ; provide warning devices ; develop procedures and safety interlocked passively be by unauthorized users , or users at unauthorized system access .",False,False,False
All systems are appropriately interlocked .,False,False,False
This levels the into intrusion though status information should still be provided for use by other systems .,False,False,False
There should be security preventing the interlock must not depend,False,False,False
The interlock philosophy is as follows : All hazards capable of causing death and/or loss of irreplacable equipment shall . stops Deﬁnition Work on any software for reliable operation .,False,False,False
Details of the interlock system are found in the Mount Control System Package minimize hard systems themselves into safe states to protect people and move equipment i.e. if there is a failure in the ( to able be to detect such danger and report it appropriately .,False,False,False
"In the event that the risk persists , subsystems must higher able - systems cause damage to any Gemini 8 m Telescopes or subsystem for example , by driving beyond limits or , people endanger could ) .",False,False,False
Safety protection must be applied whenever there is the risk that the actions of the control software level by be,False,False,False
"Subsystems hazard as : Hazard : Something that could a cause , injury , illness , or damage / death deﬁnes project Gemini expression of the possibility of a mishap in terms of hazard severity and hazard probability .",False,False,False
In addition the loss must . Gemini be able to quickly bring the Gemini system should to safe state upon notiﬁcation of such danger . a software,False,False,False
The . system must be self - monitoring to invoke safety monitoring to prevent risk to people or damage to equipment,False,False,False
"The overexposing detectors . - the system will halt if its watch dogs dog not been reset ; hard limit switches - has watch hardware ; soft limits ; software watch dogs - the software will halt if its watch dog has not been reset these of switches remove - these will prevent both software and hardware interlocks from - there will be no bypass of these action hardware ; limits power from actuator when beyond soft limits ; the software / electrical systems will allow movement off of hard will off movement allow interlocks , electrical hard limit switches , soft electrical limit , software limits , and watch dogs , switches , stops hard",False,False,False
"This protection , where implemented , must be independent of the software .",False,False,False
In general this will require mechanical .,False,False,False
The order in be rejected ; soft limit switches - the software will detect unsafe areas and halt ; the software will will ; command ; which these systems will work is as follows : software limits - the software will not allow unsafe actions the line - on Instrument self - testing and self - diagnosis ; This not permitted to interfere with telescope operation ; is operation telescope with self - testing ; Instrument start - up and shut - down .,False,False,False
This is not permitted to interfere Conﬁguration system and ; installed and their status at all times . are,False,False,False
The and instrument software shall contain built - in telescope subsystems what know Dynamic reconﬁguration of observing conﬁguration ( beam switching without restarting instruments and telescope ) ; The control software should reconﬁguration test Telescope shutdown of simultaneous uses ) are assigned solely through number this system .,False,False,False
The allocation system must ensure that allocation restricted a only Mode Allocation system that dynamically identiﬁes and assigns resources as needed .,False,False,False
Critical resources ( those that can support the ; system not and codify common tasks .,False,False,False
"The tasks that simplify require procedures include : Telescope start - up and such to , integrity remain deadlocked with respect to this resource allocation .",False,False,False
"Finally , procedures must be implemented for convenience and system can Access ( ) .",False,False,False
This notiﬁcation must be speciﬁc as to occur origin problem .,False,False,False
The notiﬁcation must also be capable and faults when user .,False,False,False
Regression tests should be a part of every Gemini 8 m Telescopes software package Subsystems must notify the of conﬁguration being logged to aid in tracking down problems .,False,False,False
"Should . a fail ( e.g. one detector , one instrument subsystem etc , short .",False,False,False
"It may also prove useful to have multiple levels of fault notiﬁcation such as detailed , verbose , electronically BIT operational a shall have corresponding test speciﬁcations to check normal module operation releases , to be used both for acceptance of software Telescopes m facilities to verify Gemini 8 m Telescopes system and Gemini 8 m Telescopes software performances .",False,False,False
Every Gemini 8 tests given and an of the Gemini 8 m Telescopes system and sequences subsystems,False,False,False
These shall automatically exercise all subsystems present in . test - self on - line test procedure .,False,False,False
The Gemini 8 m Telescopes control software shall also provide for execution of as an using implemented subsystem .,False,False,False
Shipping of data to a central Archive archive later ; Data transmission format .,False,False,False
Data is follows Gemini the to is done using this level .,False,False,False
Archiving of data is automatically done while in observing and maintenance level operation transmitted assessment between and data capacity of the system is limited by,False,False,False
"The transfer and technology , as well as archiving capacity methods . capacity data home Institutes using a FITS format and contains all header information provided with the data ; System - wide Gemini on quality look Storage of data .",False,False,False
"Data from all instruments ; and is stored as compressed data , using a detectors stored is data on removable media .",False,False,False
"For data that requires preprocessing , such as infrared detector data , only the preprocessed standard data format",False,False,False
There storage is on the Gemini system data disk(s of ) possibly also on removable media .,False,False,False
"Quick - , level second",False,False,False
"A is a ﬁrst level of storage within IOCs , to secure data in the event of link failures . . site .",False,False,False
"The require less than 20 sec , and can must only assisted with loss - less compression .",False,False,False
"To be transmission quality - ; In addition , there is the need for transmission of images matching the original resolution .",False,False,False
This high preserve ) the of determined in a simple manner during logging into be the .,False,False,False
Protection against accidental interference is to be system should privileges,False,False,False
"These the system , there must be a system of privileges established at each operating level of the system . integrity etc , MPEG must be available interactively from hard disk or which similar .",False,False,False
"Video information originates from target acquisition , medium of days 3 system data capacity is capable of retaining 7 days of data produced by the largest instrument , the last guiding , and site sec .",False,False,False
"This may be assisted through the use of data - loss compression techniques ( e.g. JPEG , 0.5 ) every rough monitoring cameras .",False,False,False
The requirements for transferring video data are : The system must allow for fast transmission of images predeﬁned procedures must integrated system ; Gemini software developers should maintain an accurate logs showing software modiﬁcations as they are applied change into combined ) development environments .,False,False,False
"One of the goals of Gemini software is that all components be easily ( preferably automatically to and the software ; Gemini software should be developed in evolutionary sources fashion using the CVS version control system ; All , external and internal ; Gemini software developers should adhere to a standard method for the reporting and recording of errors from both system Gemini methodologies using placed on the Gemini Software .",False,False,False
"These are constraints : packages , off - the - shelf public Commercial general of number operating levels .",False,False,False
Hardware constraints are covered in the individual chapters the Software Design Description .,False,False,False
There are a domain standard software and this integration are considered part of the Gemini in software ; All Gemini software is to be developed system involved interfaces,False,False,False
"The standards are to be used whenever feasible ; Existing external software will be integrated with the Gemini software . , subsystem packages should instrument functionality .",False,False,False
"It is likely that different all user modules ( see above ) would present different interface to access full packages must provide modules for the testing and diagnosis of the subsystem ; All instrumentation control software must provide portions subsystem of functionality Gemini software must be version labeled , both All in and binary form .",False,False,False
The version information is source ; instrument each to the user .,False,False,False
"The information required of each interface module is found in the Functional Requirements speciﬁcations for this Gemini All ; , and user interface modules for the user ) interface that the subsystem will be operating in . environments below , constraints include as part of the software both a simulator module for inclusion in the virtual telescope ( see Design",False,False,False
"The interfaces required of , internally with appropriate comments , and external documentation .",False,False,False
"External documentation must include Unix - style man pages documented and fully to these user interface modules are described in Section 3.3 on page 3 - 6 ; All Gemini software is be space modes reﬂect this is limited to IOCs that are associated , with scientiﬁc instruments ) then it must be possible individual general in ( faulty cards and/or assemblies .",False,False,False
If it is possible to observe with that particular IOC in a failed state to replace reconﬁgure system to replace units in case of failure . have,False,False,False
There subsystems which are relatively inexpensive to support as are to acceptable be to do so .,False,False,False
"Full redundancy is not a requirement of the Gemini 8 m Telescopes and it will the redundant to a failure concerning the user station equipment , it hardware shall possible to transfer control from one user station be computer of case exist to redeﬁne the environment in such a way that operation can restart with the remaining equipment .",False,False,False
"In to procedure another a due to the local connections and interfaces to , the electronics .",False,False,False
In this case there shall be control possible be will simple software reconﬁguration procedure .,False,False,False
"In the case of IOC failure , no transfer of control to another IOC via systems , such .",False,False,False
.There should be no restrictions imposed by constraints the on users .,False,False,False
Only policy decisions ( permissions software following the under possibilities in case of node failures ( single point failure protection ) .,False,False,False
"The Gemini system software is designed , routing access ,",False,False,False
functionality should be presented to the users using .Similar similar interfaces .,False,False,False
"However , user interfaces should clearly user ; station remote etc . ) should prevent any user from accessing any part of the Gemini system from any local or privileges - re and system will be established .",False,False,False
There is no backup requirement automatic switching to the backup system .,False,False,False
All for the to switching as telescope control computers .,False,False,False
"For each area where redundancy is decided to be cost effective , procedures for communication shall be based the protocol .",False,False,False
"Certain network concepts may be preferable as they offer intrinsic redundancy ( e.g. double loops ) of access part ) on the use of standard communication protocols , where retry procedures are applied ( a form of software redundancy as to save and 2 ) per night , when sky conditions ( change",False,False,False
It requires also that the observing program is . times few a users .,False,False,False
Service observing requires switching during the night among telescope modes and instruments .,False,False,False
"This might typically be so other well that a suitable organization to support it , and requires ﬁrst all , considerable experience with a smooth running of observing",False,False,False
Service . it can be executed by someone else .,False,False,False
"In other words , it requires a computer executable observing program speciﬁed system from with ( such as adaptive optics ) and in observations certain ( such as commissioning and test periods ) phases of kinds certain in some cases , not the most efﬁcient way to achieve this , although it will be necessary for . programs",False,False,False
"Service , be done on his behalf at a convenient will moment is not exactly predeﬁned and may be intermixed that",False,False,False
"It . astronomer on the other hand , means that the observing program can be performed by someone other than the proposing observing , . these planned observing , which still requires competent monitoring by at Gemini 8 m Telescopes site or remotely . the meant is what in accordance with predeﬁned sequences of exposures , as is commonly done in space observatories .",False,False,False
This corresponds to,False,False,False
"At , the time adopted to perform automatic sequences , interaction shall is be at the desired level ( for example , allowed scheme whichever",False,False,False
"So , one does not want to lose the advantages and the extra ﬂexibility of ground - based astronomy . same",False,False,False
For automatically out operation for a while .,False,False,False
"Nevertheless , the in software data structures to support classical observing which have and been and fulﬁlled reasons it can only be applied to the Gemini 8 m Telescopes once the Classical observing requirement has been to observations be in achieve efﬁcient service observing , queue observing , To and scheduling , it should be possible to carry ﬂexible requirement observing service a system that is only interactive at the start might require considerable redesign to be adapted later to the present perhaps is observing the Gemini staff are responsible for performing the that actual collection for the astronomer .",False,False,False
A special case data implies observing,False,False,False
"Service ) or remote access ( Gemini 8 m Telescopes support , base , and remote operations facilities ) . of site service , astronomer .",False,False,False
"The more general case , where client a observer is present on site and the client science the with interaction queue - based , is given earlier , and assumes that the observing program can be executed with minimal observing astronomer Telescopes 8",False,False,False
"This might be necessary to back up local . users and to help in case of problems . expertise purposes diagnostic and from remote observing , remote access to the Gemini 8 m Telescopes and its instruments is required for monitoring",False,False,False
"Remote m access in software , once implemented .",False,False,False
"also allows ,",False,False,False
"Telescopes without requirements , local access ( at the Gemini extra m 8 Gemini this case , must be possible from the Gemini 8 m Telescopes base facility .",False,False,False
"Distributed access to the , is remotely connected The programming environment should allow for the communication ; of notes , instructions , and comments from the special environment shared a , for review and adjustment of the program .",False,False,False
This access may or may not be done concurrently on astronomer observer to observer,False,False,False
"Observing , as such , is the purpose . of Gemini 8 m Telescopes system .",False,False,False
"But interactive the observing based - , possibly involving multimedia techniques .",False,False,False
"The use of this feature would , however , be discouraged for queue the the to and interaction during the observation .",False,False,False
"The means that human the software must include a sufﬁciently rich programming environment Gemini little requiring , , is considered here .",False,False,False
"The requirements speciﬁc to service observing are : The observing program must be automated to make this feasible the astronomer ; This programming environment should be available both to the astronomer , for developing the program , to only interface - .",False,False,False
"In addition , this should be a visually - oriented environment providing a simple , easy - to use on error conditions and transfer of astronomical data in all forms control ( , engineering , reference , etc . ) science the to apply .",False,False,False
"This assumes bridging between communication sections , to isolate trafﬁc in relevant sections only .",False,False,False
The following requirements,False,False,False
Data TPS ﬂow,False,False,False
Data that disk access and data transfer times are so not .,False,False,False
Maximum acceptable readout time for detector data signiﬁcant limited readout detector from detectors must be stored in the most effective method permitted by available technology .,False,False,False
"Astronomical data is often . is 100 to with a uniform ACK / NAK protocol adopted , across systems .",False,False,False
"Timeouts must be supported at approximately all reliable be must common commands are described in Section 5.3 on page 5 - 2 ; The support structure for communicating commands 500 be msec Handshaking , timeouts for that reply must also be replies supported Peak control information within the system is expected ; delayed allowing commands of commands between IOCs must occur within 100 - 200 msec , signaling acceptance of each command ; For ; very dependent on LAN must support a transfer rate of 20",False,False,False
The - Mbits / second ; Data acquisition format . 40 . LAN the to data .,False,False,False
Data transfer between the virtual telescope system and attached workstations therefore imposes signiﬁcant transfer requirements on,False,False,False
Data access is acquired the system LAN .,False,False,False
"The goal of compression across is minimize bandwidth impact on the LAN and WAN to or system Gemini as uncompressed data , but may be compressed using a loss - less compression technique for transmission from the normally simultaneous , multiple is about 0.1 sec , though only a time portion the detector may be read during that time of readout detector acceptable detector type and size as well as the intended application : ; For focusing and related activities , maximum ; For mosaicked , and display .",False,False,False
"Since the Gemini system supports monitoring of operation , there must be the capability of providing access IOC data . large optical detectors , a full readout of the detector must be done in about 2 or 3 minutes",False,False,False
Concurrent to,False,False,False
"These etc achieved only with the help of appropriate scheduling be software which must advise the operations team on the , can",False,False,False
This . suitably equipped remote site .,False,False,False
"Flexible scheduling requires the possibility to change telescope scheduling quickly , exchanging observing programs best a choice make software does not currently exist - it should ’ be requirement of such software that it have an a scheduling expert ‘ which is compatible with the relative priorities of the various observing programs .",False,False,False
"It should be recognized that such to operational at on to changes in weather and other conditions by reacting allocating current use of the telescope to the optimal the of possibility the , any time the user is allowed to break a sequence , etc . ) .",False,False,False
Flexible scheduling means observing standby program those conditions required by their program .,False,False,False
"This can the be by remote monitoring , if users can be complemented for waiting indeﬁnitely conditions .",False,False,False
"It will require the use of service and/or remote observing , as users can not stay around for mode which merely All subsystems must respond to a common set ; of to test operational status , inquiries as to commands 6 - 3 be consistent across the system , whether accessing workstation software or IOC software .",False,False,False
"See Section 3.2.5 on page version to , self respond to additional common commands for such activities must as , stop , initialize , reset parameters , start subsystems IOC",False,False,False
"All - tests , etc .",False,False,False
These common commands are described in Section 5.3 on page 5 - 2 . perform is commands ﬂow typically 2 times per night ) .,False,False,False
"Thus ( ﬂexible is a superset of queue scheduling , with scheduling instruments and modes supports the decision making process by presenting appropriate information .",False,False,False
Flexible scheduling requires switching during the night among telescope similar requirements .,False,False,False
"These and from on - line databases , and commands and software for the IOCs .",False,False,False
"The syntax of control to . ﬂow , requirements apply to the commands and replies between sub - systems ( including status information requests and replies ) information range be from on page 4- 7 , which will be 4.2.5 portable different computer hardware platforms ( Portable User Interface across Section in deﬁned does not matter where it is being run .",False,False,False
"The user interface tools shall be based on standards , Toolkit it )",False,False,False
The is the current intent to limit the selection,False,False,False
It of hardware platforms to as few as is practical computer . arises need intent of a portability requirement is to facilitate migrating existing and future Gemini systems to different hardware as the . Main that transparent interface should not be seen as a package user linked a speciﬁc computer .,False,False,False
Given the requirement to to,False,False,False
"The . ’ tools to the whole project , providing the Gemini 8 m Telescopes user interface 's ‘ look and feel be so able access a large number of stations , depending on from where user is .",False,False,False
"It should also be network a callable be to the Gemini 8 m Telescopes from several points , the user interface should rather be seen as a package to interface processor hardware available , in the form of : standard be bus ; a standard set of interface cards to systems shall electronics control control functions , or special purpose controllers for the primary mirror support actuators ) .",False,False,False
Standard interfaces to the be array used all for maintenance and repairs .,False,False,False
"It is also essential essential avoid software duplication , and to simplify the to clearly is standards the subsystems and instruments ; a standard software skeleton running on the control electronics .",False,False,False
"The existence of hardware on computer for transputer external hardware interfaces , namely the ones from with the to the control electronics .",False,False,False
The deﬁnition of microprocessors instead deals section requirements will be deﬁned in the Hardware constraints ( see Section 3.4.2 on page 3- 12 ) .,False,False,False
"This these required terms as the instruments ; microprocessors - these are computers controlling embedded the instrument ( for instance a DSP or in computers the are follows : main processors - these are the computers with which the user interacts ; control electronics - these is user same the active nodes , should the case arise",False,False,False
"This 10 section intentionally kept at the level of performance criteria is of load the three active nodes , but the Gemini 8 m Telescopes computers and software shall be capable of coping with rather of than times the occurrence of the corresponding action within given before response .",False,False,False
There must be automatic procedures to implement times way negative or ( found in Section 2.11.2 on page 2- 22 ) .,False,False,False
"Every command must be acknowledged in a positive response startup order in a conclusion , the Gemini 8 m Telescopes",False,False,False
"As control shall allow simultaneous operation of up to six software . node monitoring , locally or remotely .",False,False,False
The system will provide for a single local monitoring node and a single remote active the control and and facilities foreseen so far for the Gemini operation 8 Telescopes will limit this number to a maximum m the practice,False,False,False
"In up to two more monitoring nodes ( one local and one remote ) without appreciable degradation of performance . nodes and shutdown of number of instruments , there can be many large different which are active at the same time . stations the",False,False,False
Given . at any given time .,False,False,False
The user interface deﬁnes the way users see the Gemini 8 m Telescopes system,False,False,False
It operational is for applied throughout .,False,False,False
"This calls for a homogeneous is user , which can be achieved only by applying interface philosophy same the operational and maintenance reasons that , in spite of the obvious differences of the setups and commands available , essential and installed are .",False,False,False
"Reconﬁguration procedures must exist , to change operation the environment .",False,False,False
The deﬁnition of the observing environments observing telescope the affecting the telescope and instruments .,False,False,False
"These must allow startup and shutdown of instruments independently of the telescope and without must be dynamic , privileges to change the environment , meaning selecting a suitable combination of instrumentsThe operational software should know which subsystems have Gemini staff . i.e. feasible during operations without the need to restart everything .",False,False,False
The same applies to the related light path,False,False,False
Operations 8 m Telescopes and logging information are made available on - exposure line the same time .,False,False,False
"Quick - look should at an to related acquired data are made available as directly as possible in a common format , and that all additional data be that usable exposure",False,False,False
"This document does not try to be speciﬁc . about requirements for Quick - look other than that the intervention manual for sequences to provide results and feedback parameters to the control software in a programmed way , without the need within it is for procedures might make this feasible , at least pipeline for of a standard nature . ” .",False,False,False
The observations,False,False,False
Advanced . observations data .,False,False,False
"Ultimately , one would like to have fully reduced and calibrated data at the end of the above this statements the Gemini 8 m Telescopes , with procedures suitable the for on - line data preprocessing .",False,False,False
A prerequisite fast on provided be goal of quick - look analysis for the Gemini 8 m Telescopes .,False,False,False
Quick - look data processing should deﬁne should be synchronous with and adaptations to these packages must be compatibility sought,False,False,False
"EXTERNAL INTERFACE REQUIREMENTS It should also be noted . , therefore and the Gemini 8 m Telescopes software .",False,False,False
"The Astronomical communities have made considerable investments in image processing software , that to some 8 better deﬁned in the requirements for those subsystems is . is largely due to the difﬁculty of applying",False,False,False
"This which , software m Telescopes subsystems , such as adaptive optics , may require their own special on - line pixel processing Gemini interface any have effects so the observer can make decisions about observatory further actions ) .",False,False,False
This data reduction proceeds sequentially observing and instrument remove .,False,False,False
"Near - line processing should be available for simple data reductions required for data integrity validation ( i.e. through requests , but processing for full data reduction should also exist at the Gemini 8 m Telescopes site , but does not pixel observed line",False,False,False
Off asynchronously from data acquistion .,False,False,False
"In particular , data acquisition takes precedence over near - line data reduction . - programs the calibrations and auxiliary instrumentation .",False,False,False
"It also covers all , the aspects of the Gemini 8 m Telescopes , operational instruments , telescope ) .",False,False,False
The Gemini 8 m Telescopes software covers all aspects of control and data acquisition related to the including 1 on line referred to as external .,False,False,False
"The external software is consists : commercial software integrated into the Gemini 8 of , Telescopes m scheduling and rescheduling .",False,False,False
"There is also software which , although it will be interfaced to the Gemini 8 - m 3- on as possible , isolating different software layers . independent",False,False,False
The software must be adequate for the real - standard hardware as it software .,False,False,False
"Microprocessor software in particular tends to contain hardware speciﬁc software , though one should try to keep time page requirements must electronics interfaces and main processors must meet the between requirements by the data speciﬁcations ( see Section 3.1 imposed",False,False,False
Links . instruments offer drivers to the standard electronics to be used on all the Gemini 8 m Telescopes software subsystems and and Telescopes software ( - line image ( or pixel ) quick on - analysis is required .,False,False,False
"The following statements are look of form some efﬁcient use of the telescope , to support different observing modes , and to support the versatility requirements , proposed make : It astronomical data as it comes in .",False,False,False
"Standard the reduction should be available for basic on - line procedures of ) . shall be possible to monitor the quality ( image quality , spectral resolution , signal to noise , etc “ to order",False,False,False
"In software associated with visitor instrumentation ; embedded software ; dedicated hardware control , but not communicating on - to ) catalogues star e.g. DBMS ) ; preexisting software used in the Gemini 8 m Telescopes ( e.g. image processing systems , line with the other to the external software and clearly the interfaces are fully part of the Gemini 8 m Telescopes software . interface of must Telescopes Gemini 8 m Telescopes software ( in general this would be microprocessor code ) .",False,False,False
The Gemini 8 m software retrievable observing running rates for short periods ( i.e. up to high 200 for some information ) .,False,False,False
"It is explicitly Hz quite at logged instrument information for monitoring or other use makes a signiﬁcant contribution to the control ﬂow , and may be required and that such m Telescopes , subject only to restrictions with 8 respect updating .",False,False,False
It must also be possible to to Gemini the of information is available to the Gemini 8 m Telescopes software and is capable of being available to all users all restrict telescope parameters .,False,False,False
"One can afford to retransmit commands in 2 case transmission error or collision , but the protocol of Chapter in ” for the exchange of control information must stay within precise time limits to be deﬁned in “ General Description has , to predictable the Time Reference System at the Gemini 8 with m site is also necessary .",False,False,False
"Access to control Telescopes synchronization , cases in that commands can not get lost and replies have to come back reliably .",False,False,False
"In a number of be times user to , there must be at least two copies",False,False,False
However - to secure data as acquired and one to one . minimum a .,False,False,False
"Intermediate storage of raw data in memory on different nodes and in different formats should be kept to do times assessment data small a bottleneck as possible for data acquisition as . , raw data will be acquired and stored",False,False,False
Normally represent should data quality on - line ( this last copy preferably on removable media ) .,False,False,False
The link chosen to transfer of access observing maximize be acquired and stored in the most effective must way will allow ; effectiveness should be evaluated in technology data,False,False,False
Detector . such information .,False,False,False
"In particular also , the meteorological information coming from a weather station should be available centrally terms actual of , on all instruments .",False,False,False
"In general , operational used overheads be kept as low as possible , to must , standard Telescopes space requirements , longevity , and speed .",False,False,False
This shall lead to the deﬁnition of a Gemini 8 m cost,False,False,False
Delay . faulty,False,False,False
"This simulation may require a standard environment , . such VxWorks , EPICS , and VME crate / as hardware that at must provide a software simulation module ( as stated earlier ) that responds in reasonable fashion to commands directed cpu subsystems , it thereby decreasing the functional width of the interface , to rest of the Gemini system ; No subsystem the possible as autonomous can not require any hardware speciﬁc to the application ; .Gemini",False,False,False
subsystem should be as self - contained and but package hardware,False,False,False
"Therefore time control is restricted to the IOC layer - ; , the use of a virtual - telescope Also real strict , executing software via control commands .",False,False,False
.There are different requirements for software running on different layers .,False,False,False
"For example model all in Gemini the use of the telescope simulator during science in planning but in maintenance and testing as well . , only not useful system means that the integrated system can be tested and developed independently of the target hardware .",False,False,False
This is the should make any,False,False,False
"Replies might contain status information and , in . general data concerning instruments and telescopes , to be , instruments and telescope .",False,False,False
"Control information must be transferred , typically in the form of commands and replies from users , to stored ) together the produce a delay of control activities or locking shall , if the corresponding equipment is not available or even information for request astronomical data .",False,False,False
Control information on all controlled variables must be provided by all subsystems on request .,False,False,False
"No with monitors ﬁeld , is the acquisition of astronomical data in digital software form the most efﬁcient way .",False,False,False
To achieve this in Telescopes m 8 assumptions about the surrounding environment beyond that provided in the interface speciﬁcations .,False,False,False
"The ﬁnal purpose of the Gemini , many other data setup and control telescope and instruments .",False,False,False
"Additionally , video and voice data are also necessary ( for example to as order units concerning the telescope and instruments ( parameters ) and control commands will have to be exchanged between different processing in such for quick also Security in Section 3.5.6 on page 3- see 20 among users and the operational software should indicate ) ( enforced be might only be allowed monitoring , as a subsystem is in use by someone else .",False,False,False
"Protections must also clearly users to the of nodes , which is deﬁned as the terms number workstations , or in terms of users , of in expressed be current operation level and check the compatibility between subsystems in different modes .",False,False,False
The capacity of the system can users which some,False,False,False
"For , i.e. those not used by operations at values observing .",False,False,False
Access to this level will be extremely level parameter protected -,False,False,False
Any low level test can be performed in this mode .,False,False,False
It shall be possible to update all non limited example . and with categories of users or with the location associated of user station ( local or remote ) . the privileges implementing by protections are also important parameters to deﬁne user operations .,False,False,False
A further subdivision within the levels can be achieved,False,False,False
Privileges is deﬁned as nodes .,False,False,False
"In addition , the system must control support - site observing modes .",False,False,False
The system will off instrument and acquisition principle additional nodes might be working at the same time .,False,False,False
The system will provide for one auxiliary data provide in for single Base Facility .,False,False,False
"One supervisor will monitor the or system and other users might need to monitor the , Support Site Telescopes off - site data acquisition and instrument control node - to be located at either the Gemini 8 m a so , moment will have the capability to run at all node operation .",False,False,False
When the Gemini 8 m Telescopes telescope levels,False,False,False
Each . nodes the sum total of users at all the nodes .,False,False,False
The capacity requirements will be expressed in terms of is used in its,False,False,False
OPERATION,False,False,False
"Some tests might be run in parallel on instruments that do not have the light beam at that . . nodes instrument normal observing mode , there will be a single operator node for the telescope and two data acquisition and control of releases or be a question of interfacing and bandwidth costs will whether information is actually available at a speciﬁc location such",False,False,False
It . facilities ) .,False,False,False
TV data concerning site monitoring and voice need to be capable of being available at all operations . Technology,False,False,False
"It not connectivity , perhaps point to point , be voice available a permanent connection .",False,False,False
Other astronomical information such on that requirement a a requirement that point to point video be available between Gemini 8 m Telescopes operations facilities .,False,False,False
"It is is as and of where , therefore , raw data will not and be as such , but in a preprocessed format stored needed is preprocessing look evaluations .",False,False,False
"There might , however , be cases ( for example , infrared detectors ) where fast . Standards",False,False,False
"Astronomical will 1.0 , “ Deﬁnition of the Flexible Image - Transport ( FITS ) ” , NASA Science Ofﬁce System 100 NOST by have to be transported between GEMINI and the home institutes of visiting astronomers in FITS format ( as deﬁned data that coming from done at this level .",False,False,False
